seller_id,n_active,density,cv,zero_ratio,trend_slope,trend_r2,seasonality,spike_ratio,log_avg_rev,mean_rev,cluster,seller_type,silhouette,pc1,pc2,dist_to_center
001cca7ae9ae17fb1caed9dfb1094831,18,0.9444444444444444,0.6411395817121606,0.05555555555555555,-1.525157763136414,0.47011123066193383,0.5608359183551764,1.9849548872031206,7.216261923686685,1360.3905555555557,2,성장형 (Growth),0.1658207268096889,-1.9306216146805377,0.12401718370661206,2.145531422840005
004c9cd9d87a3c30c522c48c4fc07416,17,1.0,0.5451755558615458,0.0,-0.631818161682656,0.11153851549704288,0.27226028787955553,2.390628377869941,7.049394231050432,1151.1605882352942,0,안정형 (Stable),0.33439665285836384,-1.9865086173938151,-0.08872576791774657,1.3225103602199906
00ee68308b45bc5e2660cd833c3f81cc,12,1.0,1.0763812003555766,0.0,-1.0188721446311642,0.07414800482550953,0.0,4.750272628100689,7.43208925277292,1688.3333333333333,0,안정형 (Stable),0.31090530581294673,-1.4341947701742448,1.2038050384375596,1.9128833090692958
013900e863eace745d3ec7614cab5b1a,14,0.5,1.15978493692087,0.5,2.0015596428758013,0.24693317347036284,1.0,2.083333333221326,4.759545330417204,115.69285714285715,1,불안정형 (Volatile),0.14232409467980892,1.6084917749871976,-1.533246721054845,2.728398162669551
014c0679dd340a0e338872e7ec85666a,19,0.631578947368421,1.2404030060818911,0.3684210526315789,1.3729101728165412,0.10180583697236248,0.46869953444009815,3.306640624935417,5.920166388909344,371.4736842105263,1,불안정형 (Volatile),-0.07147570373804268,0.8653182021878234,-0.46674510674459635,1.9910437805166759
01c97ebb5cdac52891c0ed1c37ba0012,16,0.375,2.188305170638738,0.625,1.3009910869835808,0.029339441234269088,0.17407765595569777,5.547619046675575,3.6134484918099417,36.09375,1,불안정형 (Volatile),0.3988585536907914,3.981701806013079,0.35521274673441744,2.1847563332532265
01cf7e3d21494c41fb86034f2e714fa1,17,0.5882352941176471,1.2032063760217067,0.4117647058823529,-0.0422836180916071,0.00010255986318383645,0.07969968382065538,1.6407110869711792,6.321250615494336,555.2682352941176,1,불안정형 (Volatile),-0.03629039014892463,0.9528777114294869,-0.5716091033050439,2.1336002305218074
01fdefa7697d26ad920e9e0346d4bd1b,17,1.0,0.6245952150638464,0.0,0.4772695106795165,0.04848902771418826,0.5873002179598688,2.561248875721942,6.77048784039083,870.7370588235293,0,안정형 (Stable),0.38827607079228105,-1.8053255870310116,-0.5424998313268213,1.1223130248990998
02c988090b766852e088c69d7fb3b551,14,0.8571428571428571,0.6346932796870939,0.14285714285714285,0.6383707178676579,0.08387169297718788,0.9999999999999999,1.0613394349460918,4.725090618323569,111.7407142857143,0,안정형 (Stable),0.2596294197231829,-0.5485582601148135,-1.7149476056608735,2.308649952242019
02d35243ea2e497335cd0f076b45675d,17,0.47058823529411764,1.5796183414265592,0.5294117647058824,-1.1457542284786368,0.04369100158761284,0.9165785722292267,4.8259212196994685,5.834294608018889,340.8235294117647,1,불안정형 (Volatile),0.21401657844489003,2.0504362703035692,-0.08174688467900701,2.1428934168429037
02ecc2a19303f05e59ce133fd923fff7,15,0.7333333333333333,0.9826960445047513,0.26666666666666666,0.2972145287224467,0.007589023692408367,0.8186800444165395,2.664519207762717,5.86347775473881,350.9460000000001,0,안정형 (Stable),0.31837091913416476,0.13545840509937163,-0.9411524017592557,1.7104568773831104
0432ead42b6c8a0bdf68154add917fdf,16,0.875,0.8719510169830075,0.125,-2.501821615792476,0.6833567254598573,0.17129721715507656,3.0129595852354236,6.162050847683516,473.40000000000003,2,성장형 (Growth),0.19982723552619905,-1.0588742486112521,1.1112129493127962,3.3534781976439034
048c2757535328e0d7dac690ad3c0aae,18,0.9444444444444444,0.5221886964419518,0.05555555555555555,0.5320592458519066,0.0862464686320067,0.20544135640291644,1.7891367603920632,6.2237968632299285,503.61555555555555,0,안정형 (Stable),0.3481467200521209,-1.4725937602503514,-0.5905000503411519,1.152154999126504
04aba03279157f6d4e0fe8ccaf21963c,16,0.625,0.9976178810783557,0.375,-0.1801324503191965,0.0027062906246557235,0.06906194851551062,2.477064220069859,5.0238805208462765,151.0,1,불안정형 (Volatile),-0.03334968479725064,1.0220311382131655,-0.4955229633755518,1.9417951504146835
0509040ea3fe50071181bbc359eb7738,16,1.0,0.7988560931500223,0.0,-0.3744930040917677,0.018241866918931777,0.8412637608968169,3.7317653274983207,5.444944277965258,230.58437500000002,0,안정형 (Stable),0.4046406041825158,-1.1521070003307823,-0.36207072019444364,1.5577185917119825
054694fa03fe82cec4b7551487331d74,16,0.625,1.186989174121263,0.375,-1.9788819972400091,0.23070937791700008,0.7071955416510148,3.7722695584233574,6.251675051590951,517.88125,1,불안정형 (Volatile),-0.07471474248588637,0.6533730212275378,0.14411815515515866,2.733726891359317
058cb5aeb36d7c0fcae20fc85d5e0a59,12,0.5,1.3522982975440494,0.5,1.5483739559906189,0.10849232400865817,0.0,2.8812030073454915,4.6443908991413725,103.0,1,불안정형 (Volatile),0.2771921798168818,2.062497029717458,-0.44250631635539867,1.6412157086262982
05d2173d43ea568aa0540eba70d2ca76,12,0.9166666666666666,0.9665077311198249,0.08333333333333333,0.038965586764471385,0.00013450674887970193,0.0,4.847375201132129,6.1758083633118845,479.97166666666664,0,안정형 (Stable),0.41681632114112116,-0.6931335190475819,0.6880939141228568,1.3653268082747125
