seller_id,type,mean_rev,operating_profit_mean,coverage_ratio,tier
k_001cca7a_0,stable,761.5872192382812,76.15872192382812,0.5940154584184394,C_부적합
k_001cca7a_1,stable,674.4561767578125,67.44561767578125,0.5260558277496392,C_부적합
k_004c9cd9_0,stable,1174.4149169921875,117.44149169921876,0.9160088269184834,C_부적합
k_004c9cd9_1,stable,1038.9547119140625,103.89547119140626,0.8103538818454586,C_부적합
k_00ee6830_0,stable,1417.6912841796875,141.76912841796874,1.1057571828872064,B_경계
k_00ee6830_1,stable,1982.48046875,198.248046875,1.5462760071367287,B_경계
k_013900e8_0,growth,155.27896118164062,15.527896118164064,0.12111298742815742,C_부적합
k_013900e8_1,stable,250.74420166015625,25.074420166015628,0.19557304551919216,C_부적합
k_014c0679_0,stable,432.0402526855469,43.20402526855469,0.33697859190823404,C_부적합
k_014c0679_1,stable,454.6339416503906,45.46339416503906,0.354600999649318,C_부적합
k_01c97ebb_0,volatile,63.71530532836914,6.371530532836914,0.04969604970623909,C_부적합
k_01c97ebb_1,stable,104.8895492553711,10.48895492553711,0.08181073961108423,C_부적합
k_01cf7e3d_0,stable,491.369384765625,49.136938476562506,0.3832535564820412,C_부적합
k_01cf7e3d_1,stable,469.3306579589844,46.93306579589844,0.36606400277590234,C_부적합
k_01fdefa7_0,stable,785.5473022460938,78.55473022460939,0.6127036130146586,C_부적합
k_01fdefa7_1,stable,1014.5042114257812,101.45042114257814,0.7912832161498957,C_부적합
k_02c98809_0,stable,257.509033203125,25.750903320312503,0.20084941362071992,C_부적합
k_02c98809_1,stable,275.1445007324219,27.514450073242188,0.21460455559817632,C_부적합
k_02d35243_0,stable,354.6754455566406,35.46754455566406,0.27663633535343624,C_부적합
k_02d35243_1,stable,377.151123046875,37.7151123046875,0.2941666976420521,C_부적합
k_02ecc2a1_0,stable,355.1429748535156,35.51429748535156,0.27700099434795694,C_부적합
k_02ecc2a1_1,stable,514.9419555664062,51.494195556640626,0.4016394630422013,C_부적합
k_0432ead4_0,decline,218.80870056152344,21.880870056152347,0.1706643011945429,C_부적합
k_0432ead4_1,stable,296.11669921875,29.611669921875002,0.23096224882516964,C_부적합
k_048c2757_0,stable,705.7313842773438,70.57313842773438,0.5504495626529473,C_부적합
k_048c2757_1,stable,627.3593139648438,62.735931396484375,0.48932167066909266,C_부적합
k_04aba032_0,decline,256.1523132324219,25.615231323242188,0.19979121225522337,C_부적합
k_04aba032_1,stable,264.218017578125,26.421801757812503,0.20608222258647924,C_부적합
k_0509040e_0,stable,352.5953674316406,35.25953674316406,0.2750139360671091,C_부적합
k_0509040e_1,growth,328.3812561035156,32.83812561035156,0.2561276469101596,C_부적합
k_054694fa_0,stable,479.9444885253906,47.994448852539065,0.37434247603571535,C_부적합
k_054694fa_1,stable,461.7958068847656,46.17958068847656,0.3601870422625112,C_부적합
k_058cb5ae_0,stable,233.66864013671875,23.366864013671876,0.18225461363132264,C_부적합
k_058cb5ae_1,stable,227.6696319580078,22.766963195800784,0.177575565055774,C_부적합
k_05d2173d_0,stable,771.5640258789062,77.15640258789062,0.6017970718968148,C_부적합
k_05d2173d_1,stable,468.2432556152344,46.82432556152344,0.36521586117715804,C_부적합
k_05ff92fe_0,stable,809.1952514648438,80.91952514648438,0.6311483125067028,C_부적합
k_05ff92fe_1,stable,1091.1075439453125,109.11075439453126,0.8510315450786308,C_부적합
k_06579cb2_0,stable,563.5459594726562,56.35459594726563,0.4395491455211421,C_부적합
k_06579cb2_1,stable,651.507080078125,65.1507080078125,0.5081562125248615,C_부적합
k_066a6914_0,stable,589.6769409179688,58.96769409179688,0.4599305365556265,C_부적합
k_066a6914_1,stable,526.3309936523438,52.63309936523438,0.41052257519097085,C_부적합
k_06e5eefc_0,growth,2289.2548828125,228.92548828125,1.785550957657359,B_경계
k_06e5eefc_1,growth,2417.559814453125,241.7559814453125,1.8856250015233795,B_경계
k_07017df3_0,volatile,38.0567626953125,3.8056762695312503,0.029683146942759926,C_부적합
k_07017df3_1,other,62.17475509643555,6.217475509643555,0.04849446618550468,C_부적합
k_070d1653_0,stable,617.478759765625,61.747875976562504,0.4816151312422003,C_부적합
k_070d1653_1,stable,436.9546813964844,43.69546813964844,0.34081170064463334,C_부적합
k_0725b8c0_0,stable,219.5343017578125,21.95343017578125,0.17123024862164613,C_부적합
k_0725b8c0_1,seasonal,105.49858856201172,10.549858856201173,0.08228577221902482,C_부적합
k_07bf9669_0,stable,202.1792755126953,20.217927551269533,0.15769384253388605,C_부적합
k_07bf9669_1,stable,242.4850311279297,24.24850311279297,0.18913113729656789,C_부적합
k_080102cd_0,stable,910.9560546875,91.09560546875001,0.7105187229447781,C_부적합
k_080102cd_1,growth,1354.2647705078125,135.42647705078124,1.0562863821135733,B_경계
k_080199a1_0,stable,1041.2056884765625,104.12056884765626,0.8121095768477985,C_부적합
k_080199a1_1,stable,1047.1427001953125,104.71427001953126,0.8167402700220829,C_부적합
k_08d0949a_0,stable,56.76271438598633,5.676271438598633,0.044273234838145485,C_부적합
k_08d0949a_1,stable,73.57288360595703,7.357288360595703,0.057384668595239864,C_부적합
k_09f952a5_0,growth,1363.1326904296875,136.31326904296876,1.0632030968174773,B_경계
k_09f952a5_1,growth,1188.4205322265625,118.84205322265626,0.9269327916906346,C_부적합
k_0ac4201f_0,stable,243.29615783691406,24.32961578369141,0.18976379208869362,C_부적합
k_0ac4201f_1,decline,257.46337890625,25.746337890625,0.20081380462229934,C_부적합
k_0adac9fb_0,stable,792.1178588867188,79.21178588867188,0.6178284524504475,C_부적합
k_0adac9fb_1,stable,1083.5670166015625,108.35670166015626,0.8451501572432435,C_부적합
k_0afccdb8_0,stable,97.26270294189453,9.726270294189455,0.07586202553770731,C_부적합
k_0afccdb8_1,stable,113.85102081298828,11.385102081298829,0.08880042181810177,C_부적합
k_0b18d63d_0,decline,156.03782653808594,15.603782653808594,0.12170487991427029,C_부적합
k_0b18d63d_1,other,143.49525451660156,14.349525451660156,0.11192204548522078,C_부적합
k_0bae85eb_0,stable,623.2335815429688,62.323358154296876,0.4861037216620924,C_부적합
k_0bae85eb_1,stable,525.0037231445312,52.50037231445313,0.4094873435336801,C_부적합
k_0bb738e4_0,stable,421.9930114746094,42.19930114746094,0.32914204155261634,C_부적합
k_0bb738e4_1,stable,268.51458740234375,26.851458740234378,0.20943341970387938,C_부적합
k_0be8ff43_0,stable,918.4558715820312,91.84558715820313,0.7163683578363866,C_부적합
k_0be8ff43_1,stable,1053.4429931640625,105.34429931640625,0.8216543118041202,C_부적합
k_0bf0150d_0,stable,468.44873046875,46.844873046875,0.365376125472857,C_부적합
k_0bf0150d_1,stable,577.6133422851562,57.76133422851563,0.4505212871735093,C_부적합
k_0c7533c7_0,stable,465.1785888671875,46.517858886718756,0.3628255119469523,C_부적합
k_0c7533c7_1,stable,331.8174133300781,33.181741333007814,0.2588077477030482,C_부적합
k_0c8380b6_0,stable,817.339599609375,81.73395996093751,0.6375006626701311,C_부적합
k_0c8380b6_1,stable,808.3518676757812,80.83518676757814,0.6304904981481798,C_부적합
k_0cbcee27_0,stable,403.5025634765625,40.350256347656256,0.31472004015019306,C_부적합
k_0cbcee27_1,stable,423.9606018066406,42.396060180664065,0.3306767036944393,C_부적합
k_0d85bbda_0,stable,650.9293823242188,65.09293823242187,0.5077056253991254,C_부적합
k_0d85bbda_1,stable,496.7794494628906,49.67794494628907,0.387473246597684,C_부적합
k_0db783cf_0,growth,733.2582397460938,73.32582397460938,0.5719196940535791,C_부적합
k_0db783cf_1,stable,614.986083984375,61.498608398437504,0.479670918012928,C_부적합
k_0df3984f_0,stable,830.2039184570312,83.02039184570313,0.6475344500873811,C_부적합
k_0df3984f_1,stable,665.2807006835938,66.52807006835938,0.5188992283625253,C_부적합
k_0ea22c1c_0,stable,699.3767700195312,69.93767700195313,0.5454931518754631,C_부적합
k_0ea22c1c_1,stable,655.53759765625,65.553759765625,0.5112998967757975,C_부적합
k_0eaa7e33_0,stable,164.5417938232422,16.45417938232422,0.12833772234867966,C_부적합
k_0eaa7e33_1,stable,148.6516876220703,14.865168762207032,0.11594391047661673,C_부적합
k_0ebd97a1_0,stable,365.3232421875,36.53232421875,0.28494130113680677,C_부적합
k_0ebd97a1_1,stable,347.3618469238281,34.736184692382814,0.27093194518666885,C_부적합
k_0ff83046_0,stable,185.06748962402344,18.506748962402344,0.14434715671478313,C_부적합
k_0ff83046_1,stable,89.4861831665039,8.948618316650391,0.06979657060019023,C_부적합
k_10076e57_0,stable,134.23760986328125,13.423760986328126,0.10470135704179179,C_부적합
k_10076e57_1,stable,158.3904266357422,15.839042663574219,0.12353983826202494,C_부적합
k_1025f0e2_0,growth,6289.35400390625,628.9354003906251,4.9055097136777555,A_적합
k_1025f0e2_1,growth,6213.68603515625,621.3686035156251,4.8464909407661265,A_적합
k_1127b7f2_0,stable,624.2532348632812,62.425323486328125,0.4868990210305602,C_부적합
k_1127b7f2_1,stable,584.089111328125,58.408911132812506,0.455572195092524,C_부적합
k_11305281_0,other,306.6000671386719,30.66000671386719,0.23913896508749075,C_부적합
k_11305281_1,stable,425.5804138183594,42.55804138183594,0.33194010905417626,C_부적합
k_113e3a78_0,stable,180.2650146484375,18.02650146484375,0.14060136857377545,C_부적합
k_113e3a78_1,stable,149.5400848388672,14.954008483886719,0.11663683397462536,C_부적합
k_11bfa663_0,stable,603.8905639648438,60.38905639648438,0.47101674125641035,C_부적합
k_11bfa663_1,stable,524.1056518554688,52.41056518554688,0.4087868745460329,C_부적합
k_12863947_0,stable,827.1981811523438,82.71981811523438,0.6451900640763932,C_부적합
k_12863947_1,stable,646.3926391601562,64.63926391601562,0.5041671001951145,C_부적합
k_12b9676b_0,stable,1285.35693359375,128.53569335937502,1.0025403116712817,B_경계
k_12b9676b_1,stable,1605.6968994140625,160.56968994140627,1.25239599049533,B_경계
k_1336efc6_0,stable,347.429931640625,34.742993164062504,0.2709850492478161,C_부적합
k_1336efc6_1,stable,480.6152648925781,48.061526489257815,0.37486566172106556,C_부적합
k_1354d516_0,stable,269.6419677734375,26.96419677734375,0.21031274297904803,C_부적합
k_1354d516_1,stable,305.7755432128906,30.577554321289064,0.23849586086334187,C_부적합
k_13d058e4_0,stable,363.6571960449219,36.36571960449219,0.2836418345253271,C_부적합
k_13d058e4_1,stable,340.9314270019531,34.093142700195315,0.2659164082380104,C_부적합
k_1430239a_0,stable,151.72825622558594,15.172825622558594,0.11834354280133058,C_부적합
k_1430239a_1,stable,124.8370590209961,12.48370590209961,0.0973692060065487,C_부적합
k_1464afc7_0,stable,173.9384307861328,17.393843078613283,0.135666820673998,C_부적합
k_1464afc7_1,stable,166.5285186767578,16.652851867675782,0.12988730885013478,C_부적합
k_14d79857_0,stable,354.2826232910156,35.428262329101564,0.27632994562905827,C_부적합
k_14d79857_1,stable,407.0567321777344,40.70567321777344,0.31749218639554977,C_부적합
k_1554a685_0,stable,1502.9794921875,150.29794921875,1.172279457286873,B_경계
k_1554a685_1,growth,1328.7410888671875,132.87410888671874,1.036378666927063,B_경계
k_16090f2c_0,growth,1590.7415771484375,159.07415771484375,1.2407312823870504,B_경계
k_16090f2c_1,growth,1815.54296875,181.554296875,1.4160697049762108,B_경계
k_165fc07b_0,stable,576.872802734375,57.6872802734375,0.4499436882726581,C_부적합
