seller_id,active_cv,active_trend_slope,active_trend_r2,seasonality_strength,active_zero_ratio,global_zero_ratio,log_avg_active_rev,spike_ratio,active_months_ratio,n_active,mean_active_rev,cluster,seller_type,dist_to_center,pca1,pca2
001cca7ae9ae17fb1caed9dfb1094831,0.6411395817121606,-0.08473098684091189,0.47011123066193383,0.6388379657448636,0.05555555555555555,0.2916666666666667,7.216261923686685,1.9406118259197087,0.7083333333333334,18,1360.3905555555557,2,안정형 (Stable),1.8947601353836934,-1.506499592199257,2.6665971805007254
002100f778ceb8431b7a1020ff7ab48f,0.5625791150044928,-0.053623290509456974,0.047697872998424005,0.9999999998831152,0.0,0.6666666666666666,5.030927997364018,1.8201545288956003,0.3333333333333333,8,152.075,1,계절형 (Seasonal),1.1458473637271964,-1.0702691588019047,-0.27123088212536856
004c9cd9d87a3c30c522c48c4fc07416,0.5451755558615458,-0.03716577421662683,0.11153851549704295,0.927071238386621,0.0,0.2916666666666667,7.049394231050432,2.305481986701302,0.7083333333333334,17,1151.1605882352942,2,안정형 (Stable),1.9699353217020021,-1.5582315673278844,1.8866354650560164
00720abe85ba0859807595bbf045a33b,0.5133596919658175,0.004962779155933482,0.0004906430721366443,0.9999999998453241,0.0,0.6666666666666666,4.843694839340603,2.140744416703465,0.3333333333333333,8,125.9375,1,계절형 (Seasonal),1.2719678365037286,-0.9399069558907885,-0.23969390258426768
00ee68308b45bc5e2660cd833c3f81cc,1.0763812003555766,-0.08490601205259701,0.07414800482550948,0.9999999999944974,0.0,0.5,7.43208925277292,3.8700888449918853,0.5,12,1688.3333333333333,1,계절형 (Seasonal),2.118154670280922,-0.339694213067031,1.30160743398251
00fc707aaaad2d31347cf883cd2dfe10,1.5026107886185747,-0.37285771721657135,0.17958913784000566,0.9999999999968522,0.0,0.75,7.6568810109513485,4.302722134170694,0.25,6,2114.15,1,계절형 (Seasonal),3.155571624501295,0.36555242559515455,0.5128089667994881
013900e863eace745d3ec7614cab5b1a,1.15978493692087,0.1429685459197001,0.24693317347036284,1.0123241046223614,0.5,0.7083333333333334,4.759545330417204,3.3493856884182787,0.2916666666666667,14,115.69285714285715,0,불안정형 (Volatile),1.6871504403038602,1.4220494124609602,-0.804188686224798
014c0679dd340a0e338872e7ec85666a,1.2404030060818911,0.07225843014823902,0.10180583697236258,0.5815338407101893,0.3684210526315789,0.5,5.920166388909344,4.557523377604714,0.5,19,371.4736842105263,2,안정형 (Stable),2.47486796781145,1.7846724344644882,2.4310220298707703
014d9a685fd57276679edd00e07089e5,1.2180150831764722,0.09083103738515161,0.045879340287256216,0.9999999998875148,0.5,0.7916666666666666,4.3039029178923025,3.2878007339168347,0.20833333333333334,10,72.98800000000001,0,불안정형 (Volatile),1.4816763104419997,1.8168833858676916,-0.9497529042348504
0176f73cc1195f367f7b32db1e5b3aa8,0.5469148194859478,0.02232264060265605,0.01374376434448266,0.9999999999606212,0.1,0.625,6.142725340948566,1.8853376980986103,0.375,10,464.32,1,계절형 (Seasonal),0.8844912820234038,-1.0877430144997233,0.19792765329438802
01bcc9d254a0143f0ce9791b960b2a47,1.0900971639366341,-0.2282337192411938,0.17534330441849746,0.999999999953909,0.2857142857142857,0.7916666666666666,5.298467355299161,3.3701954477530927,0.20833333333333334,7,199.03,1,계절형 (Seasonal),1.7598581590179747,0.8120518941645888,-0.6740158483817094
01c97ebb5cdac52891c0ed1c37ba0012,2.188305170638738,0.08131194293647379,0.029339441234269088,1.119452517666275,0.625,0.75,3.6134484918099417,9.03757575507184,0.25,16,36.09375,0,불안정형 (Volatile),3.8369125721686093,5.555474288739894,-0.7613309934858277
01cf7e3d21494c41fb86034f2e714fa1,1.2032063760217067,-0.002487271652447474,0.00010255986318383632,1.0328249225834543,0.4117647058823529,0.5833333333333334,6.321250615494336,3.266097148537089,0.4166666666666667,17,555.2682352941176,1,계절형 (Seasonal),2.0305002023574827,1.00113450499878,0.32370243556569006
01ed254b9ff8407dfb9d99ba1e17d923,0.5610472842940454,-0.4704070286844956,0.8787365451924343,0.9999999999513671,0.0,0.8333333333333334,5.9067165159086645,1.8499444061187336,0.16666666666666666,4,366.4975,3,성장형 (Growth),2.4162519636159137,-1.8823138592555018,-1.490381635284268
01fd077212124329bac32490e8ef80d9,0.5421812584904144,0.2504139072744034,0.42663637677578176,0.9999999999236588,0.0,0.7916666666666666,5.49141399650995,1.945364238330076,0.20833333333333334,5,241.6,3,성장형 (Growth),1.2989896808014214,-1.4980626666809018,-0.9398883675533674
01fdefa7697d26ad920e9e0346d4bd1b,0.6245952150638464,0.028074677098795086,0.04848902771418823,0.9531932800629759,0.0,0.2916666666666667,6.77048784039083,2.289347834431737,0.7083333333333334,17,870.7370588235293,2,안정형 (Stable),2.0792335188099393,-1.3678240861747797,1.7709639238990842
0241d4d5d36f10f80c644447315af0bd,0.5739345587797906,0.1516872254968776,0.6985110220496263,0.9999999999938958,0.0,0.5416666666666666,7.9569449307848465,1.8251878322233548,0.4583333333333333,11,2854.336363636364,3,성장형 (Growth),2.3714777523212245,-2.4362124547654305,0.3328352638567482
0249d282d911d23cb8b869ab49c99f53,1.28514976401728,-0.33110687017003176,0.26551489771237136,0.9999999998614038,0.42857142857142855,0.8333333333333334,4.045554398052669,3.5356234090394563,0.16666666666666666,7,56.142857142857146,0,불안정형 (Volatile),1.9469369259649103,1.763758457683304,-1.3478420543386693
02c988090b766852e088c69d7fb3b551,0.6346932796870939,0.04559790841911843,0.08387169297718791,1.0072958821396818,0.14285714285714285,0.5,4.725090618323569,1.618926468657255,0.5,14,111.7407142857143,1,계절형 (Seasonal),1.445101196387394,-0.718953053487471,0.01721452976660728
02d35243ea2e497335cd0f076b45675d,1.5796183414265592,-0.06739730755756687,0.043691001587612854,1.0454851965884522,0.5294117647058824,0.6666666666666666,5.834294608018889,5.57179841198702,0.3333333333333333,17,340.8235294117647,0,불안정형 (Volatile),1.5744255818572452,2.744866745827235,0.049253783266393174
02dcd3e8e25bee036e32512bcf175493,0.7572807880500988,-0.06060436693923367,0.0256185149648508,0.9999999999311155,0.2857142857142857,0.7916666666666666,5.2611345754203205,2.206572769837946,0.20833333333333334,7,191.70000000000002,1,계절형 (Seasonal),1.1746997859020611,0.06887233410713989,-0.692171183820983
02ecc2a19303f05e59ce133fd923fff7,0.9826960445047513,0.01981430191482979,0.007589023692408379,1.0150757530695464,0.26666666666666666,0.5416666666666666,5.86347775473881,3.1819710153931946,0.4583333333333333,15,350.9460000000001,1,계절형 (Seasonal),1.3052304927936582,0.4134935867148174,0.43950337939680517
02f5837340d7eb4f653d676c7256523a,1.2520578369388529,-0.2735879675894977,0.3939119472608124,0.9999999999794315,0.2,0.6666666666666666,5.964363098099306,4.017151465883336,0.3333333333333333,10,388.30499999999995,1,계절형 (Seasonal),2.3199530911974513,0.6400742771325538,-0.15022083780621387
02f623a8eb246f3c5f7c2f96462654e6,0.6208657994543746,0.42380056443694114,0.9318748323572481,0.9999999999873733,0.0,0.7916666666666666,7.151955572821957,1.7089996864086785,0.20833333333333334,5,1275.6,3,성장형 (Growth),2.3985460081993697,-2.365211327399113,-1.0033412717211927
0307f7565ff85b299b6e5ef162b1b1a9,1.4740641563130177,0.2410654280559658,0.14040946811889427,0.999999999988482,0.5,0.8333333333333334,6.380101350234651,3.765784503002767,0.16666666666666666,8,588.9875,0,불안정형 (Volatile),2.0677970759388296,1.7137002486415942,-0.45915768325585554
034b9387752bfa309f350a70cd45ffa3,0.8477912474491004,-0.2499999998697917,0.17391304347826092,0.9999999993856584,0.2,0.8333333333333334,3.005682604407159,2.4999999986979167,0.16666666666666666,5,19.2,1,계절형 (Seasonal),2.6611206872907607,0.556423207630363,-1.6025074807507698
039b29ff3b3473435d0cd59040575de9,0.7143822403724177,0.32898172309443785,0.42414293644267786,0.9999999993908568,0.0,0.7916666666666666,3.177220149599368,2.4020887718006576,0.20833333333333334,5,22.98,3,성장형 (Growth),2.5702595972758084,-0.5333585469128286,-1.5744262501763262
039e6ad9dae79614493083e241147386,0.7862199828464421,-0.48882011605264586,0.4831922912203494,0.9999999999960638,0.25,0.875,8.080933768134663,2.0054158607288035,0.125,4,3231.25,3,성장형 (Growth),3.2428379577350017,-1.0712689873028471,-0.6231763575796704
03a2a6dcbe45d639c4dc2a0d24769c40,0.8530832399507863,-0.13935595657912644,0.07783143763584867,0.9999999999347807,0.3333333333333333,0.8333333333333334,5.197031870043349,2.36943277589955,0.16666666666666666,6,179.735,1,계절형 (Seasonal),1.5176624523476798,0.37417572630873974,-0.9093176398850702
0417b067eeab773d2f7061a726dc477f,1.0343508787285327,0.2411699166836,0.1585613334812663,0.9999999999687994,0.16666666666666666,0.7916666666666666,5.739353372937921,3.072225389588779,0.20833333333333334,6,309.86333333333334,1,계절형 (Seasonal),1.4505451842367436,0.1577355427033118,-0.47281745457993485
04308b1ee57b6625f47df1d56f00eedf,0.9021524778325181,0.09747651625319795,0.09631502789704315,0.9999999999981211,0.1,0.625,8.682738137903014,2.756196623932891,0.375,10,5899.180000000001,1,계절형 (Seasonal),2.413586378348887,-1.0291950337425146,1.0396858731773426
0432ead42b6c8a0bdf68154add917fdf,0.8719510169830075,-0.15636385098702976,0.6833567254598573,0.5402096797880864,0.125,0.4166666666666667,6.162050847683516,3.3149556399806728,0.5833333333333334,16,473.40000000000003,2,안정형 (Stable),2.7820291146015066,-0.3018189230908126,2.2497814831044156
048c2757535328e0d7dac690ad3c0aae,0.5221886964419518,0.02955884699177259,0.0862464686320067,0.7412749272426898,0.05555555555555555,0.2916666666666667,6.2237968632299285,1.8313572521886574,0.7083333333333334,18,503.61555555555555,2,안정형 (Stable),1.2034083193957956,-1.227873326090745,2.3396909284403584
04aa0a1c5ce6b222003403a3e11c3cc0,1.546966551690872,-0.09414642986401667,0.037037858178456,0.9999999999871136,0.36363636363636365,0.7083333333333334,6.219866973539562,4.804276911828838,0.2916666666666667,11,501.6363636363636,0,불안정형 (Volatile),1.6617500509106444,1.96843029324578,0.22592997875785908
04aba03279157f6d4e0fe8ccaf21963c,0.9976178810783557,-0.011258278144949781,0.0027062906246557235,0.9835767165312668,0.375,0.5833333333333334,5.0238805208462765,3.576158940160519,0.4166666666666667,16,151.0,1,계절형 (Seasonal),1.8241516926627952,1.1184557885696316,0.16284921700729138
04e38a233f726ef161074ab1c9b0399a,0.9442194545778779,-0.12596308994419458,0.11864500621718105,0.9999999999038758,0.2222222222222222,0.7083333333333334,4.711130521717886,2.546793061487282,0.2916666666666667,9,110.17777777777778,1,계절형 (Seasonal),1.2266335826296524,0.3106623389760337,-0.5920609802445767
04fdea0c111866e6cf812f1570d6b5bd,0.5776588373215972,0.4878612716537405,0.8915790527685992,0.999999999919948,0.0,0.8333333333333334,5.381048764145501,1.7572254334447526,0.16666666666666666,4,216.25,3,성장형 (Growth),2.2195187269184813,-1.9175875183722773,-1.6400594954973824
0509040ea3fe50071181bbc359eb7738,0.7988560931500223,-0.023405812755735483,0.018241866918931784,1.0442948310603957,0.0,0.3333333333333333,5.444944277965258,3.0620027916869033,0.6666666666666666,16,230.58437500000002,1,계절형 (Seasonal),1.9474130110067247,-0.5588739250420834,0.9906914969245065
